algorithm,experiment,condition,trial,network_seed,parameter_source,noise_type,noise_rate_hz,teacher_weight,ciphertext_bytes,simulation_wall_s,decoder_tie_fraction,victor_purpura_mean,van_rossum_mean,bit_errors,ber,ciphertext_byte_accuracy,exact_ciphertext_recovery,decryption_success,exact_plaintext_recovery,plaintext_byte_accuracy,noise_seed
DES,teaching_weight_sweep,teacher_assisted_then_off,5,1408882235,ES+teacher training,poisson_excitatory,10.0,900.0,120,0.615810297196731,0.08229166666666667,90.64062499999997,7.16872984621434,44,0.04583333333333333,0.7083333333333333,False,False,False,,130788549
DES,teaching_weight_sweep,teacher_assisted_then_off,5,1408882235,ES+teacher training,poisson_excitatory,10.0,1200.0,120,0.6077097118832171,0.078125,91.30187499999998,7.219331150227978,46,0.04791666666666667,0.6916666666666667,False,False,False,,130788549
DES,teaching_weight_sweep,teacher_assisted_then_off,6,1257277398,ES+teacher training,poisson_excitatory,10.0,0.0,120,0.61199885699898,0.023958333333333335,82.01625000000004,6.664965520357173,10,0.010416666666666666,0.9166666666666666,False,False,False,,841358066
DES,teaching_weight_sweep,teacher_assisted_then_off,6,1257277398,ES+teacher training,poisson_excitatory,10.0,300.0,120,0.6087375939823687,0.03229166666666667,84.52937500000002,6.822175451130139,21,0.021875,0.8416666666666667,False,False,False,,841358066
DES,teaching_weight_sweep,teacher_assisted_then_off,6,1257277398,ES+teacher training,poisson_excitatory,10.0,600.0,120,0.6086009610444307,0.06354166666666666,88.48999999999998,7.042880074885842,27,0.028125,0.8,False,False,False,,841358066
DES,teaching_weight_sweep,teacher_assisted_then_off,6,1257277398,ES+teacher training,poisson_excitatory,10.0,900.0,120,0.6080290079116821,0.08125,91.40687499999997,7.211149886378852,40,0.041666666666666664,0.7083333333333333,False,False,False,,841358066
DES,teaching_weight_sweep,teacher_assisted_then_off,6,1257277398,ES+teacher training,poisson_excitatory,10.0,1200.0,120,0.6220521610230207,0.06875,91.64250000000003,7.2362799317131365,38,0.03958333333333333,0.7166666666666667,False,False,False,,841358066
DES,teaching_weight_sweep,teacher_assisted_then_off,7,1039644520,ES+teacher training,poisson_excitatory,10.0,0.0,120,0.6091478778980672,0.027083333333333334,82.32500000000002,6.685501035261634,14,0.014583333333333334,0.8916666666666666,False,False,False,,397249265
DES,teaching_weight_sweep,teacher_assisted_then_off,7,1039644520,ES+teacher training,poisson_excitatory,10.0,300.0,120,0.6132076010107994,0.030208333333333334,84.28562500000007,6.812379142392832,19,0.019791666666666666,0.85,False,False,False,,397249265
DES,teaching_weight_sweep,teacher_assisted_then_off,7,1039644520,ES+teacher training,poisson_excitatory,10.0,600.0,120,0.608680475037545,0.058333333333333334,88.69375,7.061824908084695,24,0.025,0.8333333333333334,False,False,False,,397249265
